Date,District/City,Minimum Rate,Maximum Rate,Average Rate
1/2/2024,Lahore,4480,4620,4550
1/2/2024,Lodhran,4410,4770,4590
1/2/2024,Multan,4890,4960,4925
1/2/2024,Mianwali,4600,4690,4645
1/2/2024,Mian Channu,4500,4680,4590
1/2/2024,Minchanabad,4440,4710,4575
1/2/2024,Muzaffargarh,4540,5050,4795
1/2/2024,Okara,4700,4980,4840
1/2/2024,Pakpattan Sharif,4590,4960,4775
1/2/2024,Rahim Yar Khan,4950,5080,5015
1/2/2024,Rajanpur,5020,5080,5050
1/2/2024,Rawalpindi,4500,4530,4515
1/2/2024,Sadiqabad,4430,4570,4500
1/2/2024,Sargodha,4750,5010,4880
1/2/2024,Sheikhupura,4480,4920,4700
1/2/2024,Vehari,4500,4690,4595
1/2/2024,Naushahro Feroze,4600,4980,4790
1/2/2024,Shikarpur,4400,4900,4650
1/2/2024,Sukkur,4750,4840,4795
1/2/2024,Dadu,4620,4730,4675
1/2/2024,Hyderabad,4560,4700,4630
1/2/2024,Ghotki,4530,4910,4720
1/2/2024,Jhuddo,4430,4610,4520
1/2/2024,Karachi,4420,4850,4635
1/2/2024,Kunri,4550,4820,4685
1/2/2024,Larkana,4690,4830,4760
1/2/2024,Mehrabpur,4500,4670,4585
1/2/2024,Mirpur Khas,4460,4930,4695
1/2/2024,Nawab Shah,4850,5070,4960
1/2/2024,Sakrand,4580,4960,4770
1/2/2024,Sanghar,4420,4900,4660
1/2/2024,ShahdadPur,4620,5060,4840
1/2/2024,Tando Allah Yar,4460,4940,4700
1/2/2024,Tando Muhammad Khan,4600,4720,4660
1/2/2024,Sibi,4450,4470,4460
1/2/2024,Quetta,4550,4560,4555
1/2/2024,Bara,4700,4860,4780
1/2/2024,Landi Kotal,5000,5050,5025
1/3/2024,Bunner,4680,4780,4730
1/3/2024,Mardan,4470,5010,4740
1/3/2024,Peshawar,4710,4780,4745
1/3/2024,Arifwala,4770,5040,4905
1/3/2024,Chowk Azam,4670,5040,4855
1/3/2024,Pattoki,4470,4970,4720
1/3/2024,Sahiwal,4710,4960,4835
1/3/2024,Gojra,4810,4930,4870
1/3/2024,Kamalia,4430,4750,4590
1/3/2024,Kasur,4620,4810,4715
1/3/2024,Shorkot,4720,4800,4760
1/3/2024,Sialkot,4430,4740,4585
1/3/2024,Ali Pur,4560,4830,4695
1/3/2024,AhmadPur Sharqia,4510,5090,4800
1/3/2024,Bahawalnagar,4650,4760,4705
1/3/2024,Bahawalpur,4550,4690,4620
1/3/2024,Bhakkar,4780,5060,4920
1/3/2024,Burewala,4990,5080,5035
1/3/2024,Chichawatni,4650,4800,4725
1/3/2024,Chishtian,4730,4900,4815
1/3/2024,Chakwal,4410,4490,4450
1/3/2024,Chowk Munda,4490,4830,4660
1/3/2024,Dera Ghazi Khan,4600,4740,4670
1/3/2024,Dunga Bunga,4790,5080,4935
1/3/2024,Faisalabad,4730,4820,4775
1/3/2024,Faqirwali,4530,4590,4560
1/3/2024,Fazil Pur,4470,4630,4550
1/3/2024,Fortabbas,4670,4870,4770
1/3/2024,Gujranwala,4510,4730,4620
1/3/2024,Haroonabad,4620,5040,4830
1/3/2024,Hasilpur,4490,4860,4675
1/3/2024,Islamabad,4850,4890,4870
1/3/2024,Kahror Pakka,4470,4990,4730
1/3/2024,Khanpur,4680,4730,4705
1/3/2024,khanewal,4550,4630,4590
1/3/2024,Layyah,4700,4700,4700
1/3/2024,Lahore,4820,4960,4890
1/3/2024,Lodhran,4620,4960,4790
1/3/2024,Multan,4500,4790,4645
1/3/2024,Mianwali,4640,5020,4830
1/3/2024,Mian Channu,4550,4930,4740
1/3/2024,Minchanabad,4540,4620,4580
1/3/2024,Muzaffargarh,4460,4620,4540
1/3/2024,Okara,4460,4700,4580
1/3/2024,Pakpattan Sharif,4760,4780,4770
1/3/2024,Rahim Yar Khan,4650,4800,4725
1/3/2024,Rajanpur,4700,4750,4725
1/3/2024,Rawalpindi,4920,5090,5005
1/3/2024,Sadiqabad,4530,4660,4595
1/3/2024,Sargodha,4460,4860,4660
1/3/2024,Sheikhupura,4570,5050,4810
1/3/2024,Vehari,4480,4620,4550
1/3/2024,Naushahro Feroze,4700,4770,4735
1/3/2024,Shikarpur,4650,5000,4825
1/3/2024,Sukkur,4500,4640,4570
1/3/2024,Dadu,4710,4800,4755
1/3/2024,Hyderabad,4480,4690,4585
1/3/2024,Ghotki,4490,4600,4545
1/3/2024,Jhuddo,4980,5020,5000
1/3/2024,Karachi,5060,5110,5085
1/3/2024,Kunri,4530,4810,4670
1/3/2024,Larkana,4980,5020,5000
1/3/2024,Mehrabpur,4820,4860,4840
1/3/2024,Mirpur Khas,4670,4700,4685
1/3/2024,Nawab Shah,4600,4720,4660
1/3/2024,Sakrand,4690,4780,4735
1/3/2024,Sanghar,4570,4830,4700
1/3/2024,ShahdadPur,4530,4820,4675
1/3/2024,Tando Allah Yar,4460,4580,4520
1/3/2024,Tando Muhammad Khan,4770,4770,4770
1/3/2024,Sibi,4460,4960,4710
1/3/2024,Quetta,4550,4970,4760
1/3/2024,Bara,4630,4870,4750
1/3/2024,Landi Kotal,4420,4930,4675
1/4/2024,Bunner,4470,4550,4510
1/4/2024,Mardan,4600,4670,4635
1/4/2024,Peshawar,4550,4880,4715
1/4/2024,Arifwala,4530,4860,4695
1/4/2024,Chowk Azam,4730,4960,4845
1/4/2024,Pattoki,4500,4890,4695
1/4/2024,Sahiwal,4960,5000,4980
1/4/2024,Gojra,4670,5050,4860
1/4/2024,Kamalia,4680,4850,4765
1/4/2024,Kasur,4490,4600,4545
1/4/2024,Shorkot,4470,4570,4520
1/4/2024,Sialkot,4620,4700,4660
1/4/2024,Ali Pur,4920,5010,4965
1/4/2024,AhmadPur Sharqia,4960,5020,4990
1/4/2024,Bahawalnagar,4460,4760,4610
1/4/2024,Bahawalpur,4840,4840,4840
1/4/2024,Bhakkar,4410,4530,4470
1/4/2024,Burewala,4550,4840,4695
1/4/2024,Chichawatni,4710,4750,4730
1/4/2024,Chishtian,4700,4700,4700
1/4/2024,Chakwal,4400,4640,4520
1/4/2024,Chowk Munda,4410,4680,4545
1/4/2024,Dera Ghazi Khan,4740,5060,4900
1/4/2024,Dunga Bunga,4570,4630,4600
1/4/2024,Faisalabad,4600,4720,4660
1/4/2024,Faqirwali,4770,4770,4770
1/4/2024,Fazil Pur,4720,4990,4855
1/4/2024,Fortabbas,4880,5030,4955
1/4/2024,Gujranwala,4870,5040,4955
1/4/2024,Haroonabad,4500,4800,4650
1/4/2024,Hasilpur,4450,4890,4670
1/4/2024,Islamabad,4460,4530,4495
1/4/2024,Kahror Pakka,4600,4700,4650
1/4/2024,Khanpur,4530,4940,4735
1/4/2024,khanewal,4770,5020,4895
1/4/2024,Layyah,4620,5090,4855
1/4/2024,Lahore,4410,4670,4540
1/4/2024,Lodhran,4480,4700,4590
1/4/2024,Multan,4620,4790,4705
1/4/2024,Mianwali,4790,5010,4900
1/4/2024,Mian Channu,4900,5050,4975
1/4/2024,Minchanabad,4520,5080,4800
1/4/2024,Muzaffargarh,4700,4820,4760
1/4/2024,Okara,4700,4720,4710
1/4/2024,Pakpattan Sharif,4450,4540,4495
1/4/2024,Rahim Yar Khan,4420,4580,4500
1/4/2024,Rajanpur,4700,4770,4735
1/4/2024,Rawalpindi,4710,4820,4765
1/4/2024,Sadiqabad,4600,4970,4785
1/4/2024,Sargodha,4490,4540,4515
1/4/2024,Sheikhupura,4490,4890,4690
1/4/2024,Vehari,4880,4920,4900
1/4/2024,Naushahro Feroze,4760,4940,4850
1/4/2024,Shikarpur,4520,4950,4735
1/4/2024,Sukkur,4720,5050,4885
1/4/2024,Dadu,4680,4830,4755
1/4/2024,Hyderabad,4880,4930,4905
1/4/2024,Ghotki,4600,4700,4650
1/4/2024,Jhuddo,4830,5040,4935
1/4/2024,Karachi,4620,4750,4685
1/4/2024,Kunri,4670,4700,4685
1/4/2024,Larkana,4470,4480,4475
1/4/2024,Mehrabpur,4670,4850,4760
1/4/2024,Mirpur Khas,4720,5090,4905
1/4/2024,Nawab Shah,4660,5060,4860
1/4/2024,Sakrand,4610,5010,4810
1/4/2024,Sanghar,4490,4770,4630
1/4/2024,ShahdadPur,4580,4910,4745
1/4/2024,Tando Allah Yar,4680,4690,4685
1/4/2024,Tando Muhammad Khan,4570,4710,4640
1/4/2024,Sibi,4700,4750,4725
1/4/2024,Quetta,4660,4750,4705
1/4/2024,Bara,4430,4550,4490
1/4/2024,Landi Kotal,4670,5000,4835
1/5/2024,Bunner,4680,4700,4690
1/5/2024,Mardan,4680,4960,4820
1/5/2024,Peshawar,4410,4670,4540
1/5/2024,Arifwala,4580,4800,4690
1/5/2024,Chowk Azam,4510,5080,4795
1/5/2024,Pattoki,4660,4720,4690
1/5/2024,Sahiwal,4430,4480,4455
1/5/2024,Gojra,4530,4530,4530
1/5/2024,Kamalia,4700,4900,4800
1/5/2024,Kasur,4610,5010,4810
1/5/2024,Shorkot,4580,4960,4770
1/5/2024,Sialkot,4760,4800,4780
1/5/2024,Ali Pur,4630,4700,4665
1/5/2024,AhmadPur Sharqia,4520,4650,4585
1/5/2024,Bahawalnagar,4620,4930,4775
1/5/2024,Bahawalpur,4650,4700,4675
1/5/2024,Bhakkar,4870,5030,4950
1/5/2024,Burewala,4940,5000,4970
1/5/2024,Chichawatni,4860,5030,4945
1/5/2024,Chishtian,4850,4870,4860
1/5/2024,Chakwal,4460,4840,4650
1/5/2024,Chowk Munda,4540,4830,4685
1/5/2024,Dera Ghazi Khan,4460,5110,4785
1/5/2024,Dunga Bunga,4470,4660,4565
1/5/2024,Faisalabad,4720,4890,4805
1/5/2024,Faqirwali,4480,4690,4585
1/5/2024,Fazil Pur,4710,5080,4895
1/5/2024,Fortabbas,4720,4920,4820
1/5/2024,Gujranwala,4450,4700,4575
1/5/2024,Haroonabad,4450,4870,4660
1/5/2024,Hasilpur,4920,5030,4975
1/5/2024,Islamabad,4620,4890,4755
1/5/2024,Kahror Pakka,4800,5020,4910
1/5/2024,Khanpur,4400,4700,4550
1/5/2024,khanewal,4700,4710,4705
1/5/2024,Layyah,4690,4990,4840
1/5/2024,Lahore,4590,4790,4690
1/5/2024,Lodhran,4600,4700,4650
1/5/2024,Multan,4790,4950,4870
1/5/2024,Mianwali,4460,5000,4730
1/5/2024,Mian Channu,4920,4950,4935
1/5/2024,Minchanabad,4600,4710,4655
1/5/2024,Muzaffargarh,4460,4750,4605
1/5/2024,Okara,4540,4930,4735
1/5/2024,Pakpattan Sharif,4680,4820,4750
1/5/2024,Rahim Yar Khan,4430,5080,4755
1/5/2024,Rajanpur,4670,4770,4720
1/5/2024,Rawalpindi,4670,4700,4685
1/5/2024,Sadiqabad,4680,4680,4680
1/5/2024,Sargodha,4400,4850,4625
1/5/2024,Sheikhupura,4520,4940,4730
1/5/2024,Vehari,4410,4860,4635
1/5/2024,Naushahro Feroze,4680,5040,4860
1/5/2024,Shikarpur,4570,4610,4590
1/5/2024,Sukkur,4700,4800,4750
1/5/2024,Dadu,4920,4970,4945
1/5/2024,Hyderabad,4650,4860,4755
1/5/2024,Ghotki,4850,4950,4900
1/5/2024,Jhuddo,4740,4880,4810
1/5/2024,Karachi,4960,5000,4980
1/5/2024,Kunri,4590,4900,4745
1/5/2024,Larkana,4690,5050,4870
1/5/2024,Mehrabpur,4560,4840,4700
1/5/2024,Mirpur Khas,4830,5040,4935
1/5/2024,Nawab Shah,4740,5070,4905
1/5/2024,Sakrand,4520,4780,4650
1/5/2024,Sanghar,4680,4700,4690
1/5/2024,ShahdadPur,4770,4770,4770
1/5/2024,Tando Allah Yar,4560,4750,4655
1/5/2024,Tando Muhammad Khan,4930,5070,5000
1/5/2024,Sibi,4920,4980,4950
1/5/2024,Quetta,4540,5090,4815
1/5/2024,Bara,4790,4790,4790
1/5/2024,Landi Kotal,4500,4940,4720
1/6/2024,Bunner,4720,4830,4775
1/6/2024,Mardan,5020,5100,5060
1/6/2024,Peshawar,4490,4970,4730
1/6/2024,Arifwala,4600,4700,4650
1/6/2024,Chowk Azam,4430,4710,4570
1/6/2024,Pattoki,4860,4860,4860
1/6/2024,Sahiwal,4580,4630,4605
1/6/2024,Gojra,4870,5070,4970
1/6/2024,Kamalia,4680,4900,4790
1/6/2024,Kasur,4420,4830,4625
1/6/2024,Shorkot,4440,4520,4480
1/6/2024,Sialkot,4700,4900,4800
1/6/2024,Ali Pur,4500,4580,4540
1/6/2024,AhmadPur Sharqia,4530,4790,4660
1/6/2024,Bahawalnagar,4560,5050,4805
1/6/2024,Bahawalpur,4950,5010,4980
1/6/2024,Bhakkar,4660,5100,4880
1/6/2024,Burewala,4860,5060,4960
1/6/2024,Chichawatni,4810,4840,4825
1/6/2024,Chishtian,4730,4960,4845
1/6/2024,Chakwal,4610,5010,4810
1/6/2024,Chowk Munda,4470,5080,4775
1/6/2024,Dera Ghazi Khan,4840,4880,4860
1/6/2024,Dunga Bunga,4790,5040,4915
1/6/2024,Faisalabad,4970,4980,4975
1/6/2024,Faqirwali,4630,4940,4785
1/6/2024,Fazil Pur,4490,5100,4795
1/6/2024,Fortabbas,4450,5030,4740
1/6/2024,Gujranwala,4620,4910,4765
1/6/2024,Haroonabad,4790,4870,4830
1/6/2024,Hasilpur,4630,5060,4845
1/6/2024,Islamabad,4430,4930,4680
1/6/2024,Kahror Pakka,4600,4670,4635
1/6/2024,Khanpur,4660,5000,4830
1/6/2024,khanewal,4750,4820,4785
1/6/2024,Layyah,4810,4980,4895
1/6/2024,Lahore,4490,4490,4490
1/6/2024,Lodhran,4630,4800,4715
1/6/2024,Multan,4630,5100,4865
1/6/2024,Mianwali,4760,5080,4920
1/6/2024,Mian Channu,4640,4790,4715
1/6/2024,Minchanabad,4420,5090,4755
1/6/2024,Muzaffargarh,4590,4640,4615
1/6/2024,Okara,4510,4610,4560
1/6/2024,Pakpattan Sharif,4700,4730,4715
1/6/2024,Rahim Yar Khan,5030,5090,5060
1/6/2024,Rajanpur,4600,4900,4750
1/6/2024,Rawalpindi,4520,4870,4695
1/6/2024,Sadiqabad,4770,4860,4815
1/6/2024,Sargodha,4730,4990,4860
1/6/2024,Sheikhupura,4860,4970,4915
1/6/2024,Vehari,4620,4740,4680
1/6/2024,Naushahro Feroze,4730,4930,4830
1/6/2024,Shikarpur,4630,5060,4845
1/6/2024,Sukkur,4640,4870,4755
1/6/2024,Dadu,4920,4980,4950
1/6/2024,Hyderabad,4560,4790,4675
1/6/2024,Ghotki,4620,4820,4720
1/6/2024,Jhuddo,4600,4680,4640
1/6/2024,Karachi,4820,4990,4905
1/6/2024,Kunri,4660,4700,4680
1/6/2024,Larkana,4490,4930,4710
1/6/2024,Mehrabpur,4760,4920,4840
1/6/2024,Mirpur Khas,4910,4950,4930
1/6/2024,Nawab Shah,4420,4810,4615
1/6/2024,Sakrand,4480,4880,4680
1/6/2024,Sanghar,4990,5050,5020
1/6/2024,ShahdadPur,4480,4770,4625
1/6/2024,Tando Allah Yar,4560,4830,4695
1/6/2024,Tando Muhammad Khan,4510,4990,4750
1/6/2024,Sibi,4460,4960,4710
1/6/2024,Quetta,4700,4750,4725
1/6/2024,Bara,4480,4880,4680
1/6/2024,Landi Kotal,4750,4930,4840
1/7/2024,Bunner,4870,4900,4885
1/7/2024,Mardan,4810,4970,4890
1/7/2024,Peshawar,4940,5100,5020
1/7/2024,Arifwala,4800,5080,4940
1/7/2024,Chowk Azam,4770,5110,4940
1/7/2024,Pattoki,4410,5050,4730
1/7/2024,Sahiwal,4570,4970,4770
1/7/2024,Gojra,4940,5090,5015
1/7/2024,Kamalia,4410,4480,4445
1/7/2024,Kasur,4640,4700,4670
1/7/2024,Shorkot,4710,4770,4740
1/7/2024,Sialkot,4700,4700,4700
1/7/2024,Ali Pur,4680,4990,4835
1/7/2024,AhmadPur Sharqia,4480,4560,4520
1/7/2024,Bahawalnagar,4650,4700,4675
1/7/2024,Bahawalpur,4930,5110,5020
1/7/2024,Bhakkar,4850,4930,4890
1/7/2024,Burewala,4620,4840,4730
1/7/2024,Chichawatni,4470,4920,4695
1/7/2024,Chishtian,4600,4710,4655
1/7/2024,Chakwal,4520,5000,4760
1/7/2024,Chowk Munda,4560,4720,4640
1/7/2024,Dera Ghazi Khan,4700,4890,4795
1/7/2024,Dunga Bunga,4640,4670,4655
1/7/2024,Faisalabad,4710,4850,4780
1/7/2024,Faqirwali,5010,5040,5025
1/7/2024,Fazil Pur,4420,4920,4670
1/7/2024,Fortabbas,4900,4970,4935
1/7/2024,Gujranwala,4860,4960,4910
1/7/2024,Haroonabad,4570,4770,4670
1/7/2024,Hasilpur,4750,4800,4775
1/7/2024,Islamabad,4720,4760,4740
1/7/2024,Kahror Pakka,4740,4800,4770
1/7/2024,Khanpur,4770,4850,4810
1/7/2024,khanewal,4710,5000,4855
1/7/2024,Layyah,4830,4940,4885
1/7/2024,Lahore,4550,5100,4825
1/7/2024,Lodhran,4470,4530,4500
1/7/2024,Multan,4830,4840,4835
1/7/2024,Mianwali,4590,4920,4755
1/7/2024,Mian Channu,4700,4790,4745
1/7/2024,Minchanabad,4490,4990,4740
1/7/2024,Muzaffargarh,4410,4940,4675
1/7/2024,Okara,4680,4870,4775
1/7/2024,Pakpattan Sharif,4950,5080,5015
1/7/2024,Rahim Yar Khan,4900,5040,4970
1/7/2024,Rajanpur,4890,4930,4910
1/7/2024,Rawalpindi,4550,4580,4565
1/7/2024,Sadiqabad,4550,4790,4670
1/7/2024,Sargodha,5020,5060,5040
1/7/2024,Sheikhupura,4750,5070,4910
1/7/2024,Vehari,4580,4870,4725
1/7/2024,Naushahro Feroze,4920,5100,5010
1/7/2024,Shikarpur,4640,4880,4760
1/7/2024,Sukkur,4470,5100,4785
1/7/2024,Dadu,4780,4810,4795
1/7/2024,Hyderabad,4660,4710,4685
1/7/2024,Ghotki,4920,5020,4970
1/7/2024,Jhuddo,4620,4900,4760
1/7/2024,Karachi,4460,5090,4775
1/7/2024,Kunri,4710,4880,4795
1/7/2024,Larkana,4740,5070,4905
1/7/2024,Mehrabpur,4820,4850,4835
1/7/2024,Mirpur Khas,4420,4460,4440
1/7/2024,Nawab Shah,4850,4930,4890
1/7/2024,Sakrand,4760,5060,4910
1/7/2024,Sanghar,4440,5090,4765
1/7/2024,ShahdadPur,4780,4930,4855
1/7/2024,Tando Allah Yar,4680,4860,4770
1/7/2024,Tando Muhammad Khan,4410,4520,4465
1/7/2024,Sibi,4490,4740,4615
1/7/2024,Quetta,4580,4900,4740
1/7/2024,Bara,4620,5030,4825
1/7/2024,Landi Kotal,4750,4980,4865
1/8/2024,Bunner,4520,4980,4750
1/8/2024,Mardan,4500,4770,4635
1/8/2024,Peshawar,4530,4700,4615
1/8/2024,Arifwala,4690,4760,4725
1/8/2024,Chowk Azam,4480,4480,4480
1/8/2024,Pattoki,4430,4890,4660
1/8/2024,Sahiwal,4570,4900,4735
1/8/2024,Gojra,4800,4800,4800
1/8/2024,Kamalia,5030,5050,5040
1/8/2024,Kasur,4420,4950,4685
1/8/2024,Shorkot,4850,4940,4895
1/8/2024,Sialkot,4700,4770,4735
1/8/2024,Ali Pur,4600,4750,4675
1/8/2024,AhmadPur Sharqia,4500,4800,4650
1/8/2024,Bahawalnagar,4630,4790,4710
1/8/2024,Bahawalpur,4460,4540,4500
1/8/2024,Bhakkar,4640,4930,4785
1/8/2024,Burewala,4500,4750,4625
1/8/2024,Chichawatni,4760,4890,4825
1/8/2024,Chishtian,4500,4680,4590
1/8/2024,Chakwal,4720,4740,4730
1/8/2024,Chowk Munda,4640,4990,4815
1/8/2024,Dera Ghazi Khan,4300,4860,4580
1/8/2024,Dunga Bunga,4700,4700,4700
1/8/2024,Faisalabad,4590,4870,4730
1/8/2024,Faqirwali,4480,4550,4515
1/8/2024,Fazil Pur,4480,5100,4790
1/8/2024,Fortabbas,4760,4800,4780
1/8/2024,Gujranwala,4630,4810,4720
1/8/2024,Haroonabad,4870,4880,4875
1/8/2024,Hasilpur,4640,4700,4670
1/8/2024,Islamabad,4470,4780,4625
1/8/2024,Kahror Pakka,4400,5020,4710
1/8/2024,Khanpur,4700,4990,4845
1/8/2024,khanewal,4690,4750,4720
1/8/2024,Layyah,5070,5090,5080
1/8/2024,Lahore,4470,4530,4500
1/8/2024,Lodhran,4610,5010,4810
1/8/2024,Multan,4730,4760,4745
1/8/2024,Mianwali,4710,4840,4775
1/8/2024,Mian Channu,4510,5040,4775
1/8/2024,Minchanabad,4700,4750,4725
1/8/2024,Muzaffargarh,4480,4730,4605
1/8/2024,Okara,4720,4870,4795
1/8/2024,Pakpattan Sharif,4670,4680,4675
1/8/2024,Rahim Yar Khan,4460,4650,4555
1/8/2024,Rajanpur,4680,4740,4710
1/8/2024,Rawalpindi,4620,5060,4840
1/8/2024,Sadiqabad,4730,4810,4770
1/8/2024,Sargodha,4430,4580,4505
1/8/2024,Sheikhupura,4770,4800,4785
1/8/2024,Vehari,4500,4890,4695
1/8/2024,Naushahro Feroze,4740,4880,4810
1/8/2024,Shikarpur,4440,4560,4500
1/8/2024,Sukkur,4470,4930,4700
1/8/2024,Dadu,4650,4700,4675
1/8/2024,Hyderabad,4790,5020,4905
1/8/2024,Ghotki,4630,4630,4630
1/8/2024,Jhuddo,4410,4880,4645
1/8/2024,Karachi,4440,4580,4510
1/8/2024,Kunri,4810,5090,4950
1/8/2024,Larkana,4420,4880,4650
1/8/2024,Mehrabpur,4550,4700,4625
1/8/2024,Mirpur Khas,4670,4670,4670
1/8/2024,Nawab Shah,4430,4590,4510
1/8/2024,Sakrand,4630,4800,4715
1/8/2024,Sanghar,4730,4810,4770
1/8/2024,ShahdadPur,4750,4970,4860
1/8/2024,Tando Allah Yar,4440,4470,4455
1/8/2024,Tando Muhammad Khan,4800,5000,4900
1/8/2024,Sibi,4650,5040,4845
1/8/2024,Quetta,4870,5050,4960
1/8/2024,Bara,4940,5070,5005
1/8/2024,Landi Kotal,4870,5110,4990
1/9/2024,Bunner,4760,4800,4780
1/9/2024,Mardan,4560,4780,4670
1/9/2024,Peshawar,4860,5050,4955
1/9/2024,Arifwala,4460,4590,4525
1/9/2024,Chowk Azam,4780,5060,4920
1/9/2024,Pattoki,4580,4740,4660
1/9/2024,Sahiwal,4830,4990,4910
1/9/2024,Gojra,4520,4530,4525
1/9/2024,Kamalia,4420,4580,4500
1/9/2024,Kasur,4510,4790,4650
1/9/2024,Shorkot,4730,5000,4865
1/9/2024,Sialkot,4620,4950,4785
1/9/2024,Ali Pur,4470,5000,4735
1/9/2024,AhmadPur Sharqia,4680,4700,4690
1/9/2024,Bahawalnagar,4410,5070,4740
1/9/2024,Bahawalpur,4830,4870,4850
1/9/2024,Bhakkar,4600,4620,4610
1/9/2024,Burewala,4920,4950,4935
1/9/2024,Chichawatni,4750,5090,4920
1/9/2024,Chishtian,4440,5100,4770
1/9/2024,Chakwal,4400,4800,4600
1/9/2024,Chowk Munda,4740,4970,4855
1/9/2024,Dera Ghazi Khan,4700,4750,4725
1/9/2024,Dunga Bunga,4640,4690,4665
1/9/2024,Faisalabad,4690,5030,4860
1/9/2024,Faqirwali,4560,4680,4620
1/9/2024,Fazil Pur,4850,4990,4920
1/9/2024,Fortabbas,4660,4700,4680
1/9/2024,Gujranwala,4460,4620,4540
1/9/2024,Haroonabad,4660,4780,4720
1/9/2024,Hasilpur,4450,4910,4680
1/9/2024,Islamabad,4800,4830,4815
1/9/2024,Kahror Pakka,4420,4820,4620
1/9/2024,Khanpur,5010,5030,5020
1/9/2024,khanewal,4470,4480,4475
1/9/2024,Layyah,4620,4790,4705
1/9/2024,Lahore,4620,4720,4670
1/9/2024,Lodhran,4500,4750,4625
1/9/2024,Multan,4490,4500,4495
1/9/2024,Mianwali,4550,4770,4660
1/9/2024,Mian Channu,4730,4750,4740
1/9/2024,Minchanabad,4450,4470,4460
1/9/2024,Muzaffargarh,4620,4910,4765
1/9/2024,Okara,4790,4940,4865
1/9/2024,Pakpattan Sharif,4950,4990,4970
1/9/2024,Rahim Yar Khan,4540,4970,4755
1/9/2024,Rajanpur,4430,4870,4650
1/9/2024,Rawalpindi,4870,4920,4895
1/9/2024,Sadiqabad,4780,5090,4935
1/9/2024,Sargodha,4480,4960,4720
1/9/2024,Sheikhupura,4990,5090,5040
1/9/2024,Vehari,4570,4970,4770
1/9/2024,Naushahro Feroze,4460,4830,4645
1/9/2024,Shikarpur,4520,4630,4575
1/9/2024,Sukkur,4600,4720,4660
1/9/2024,Dadu,4940,5070,5005
1/9/2024,Hyderabad,4470,4660,4565
1/9/2024,Ghotki,4550,4700,4625
1/9/2024,Jhuddo,4890,4910,4900
1/9/2024,Karachi,4660,4770,4715
1/9/2024,Kunri,4420,4660,4540
1/9/2024,Larkana,4730,4820,4775
1/9/2024,Mehrabpur,4680,4700,4690
1/9/2024,Mirpur Khas,4770,5100,4935
1/9/2024,Nawab Shah,4470,5100,4785
1/9/2024,Sakrand,4420,4500,4460
1/9/2024,Sanghar,4980,5100,5040
1/9/2024,ShahdadPur,4470,4820,4645
1/9/2024,Tando Allah Yar,4880,4890,4885
1/9/2024,Tando Muhammad Khan,4660,5040,4850
1/9/2024,Sibi,4600,5010,4805
1/9/2024,Quetta,4450,5000,4725
1/9/2024,Bara,4940,5030,4985
1/9/2024,Landi Kotal,4620,4860,4740
1/10/2024,Bunner,4750,4820,4785
1/10/2024,Mardan,4520,4610,4565
1/10/2024,Peshawar,4680,4700,4690
1/10/2024,Arifwala,4890,4930,4910
1/10/2024,Chowk Azam,4430,5020,4725
1/10/2024,Pattoki,4700,4820,4760
1/10/2024,Sahiwal,4640,4770,4705
1/10/2024,Gojra,4400,4740,4570
1/10/2024,Kamalia,4560,4760,4660
1/10/2024,Kasur,4660,5010,4835
1/10/2024,Shorkot,4700,4720,4710
1/10/2024,Sialkot,4560,4950,4755
1/10/2024,Ali Pur,4920,4950,4935
1/10/2024,AhmadPur Sharqia,4420,5020,4720
1/10/2024,Bahawalnagar,4700,4940,4820
1/10/2024,Bahawalpur,4820,4820,4820
1/10/2024,Bhakkar,4560,4700,4630
1/10/2024,Burewala,4810,4980,4895
1/10/2024,Chichawatni,4770,5030,4900
1/10/2024,Chishtian,4700,4910,4805
1/10/2024,Chakwal,4510,4560,4535
1/10/2024,Chowk Munda,4420,5090,4755
1/10/2024,Dera Ghazi Khan,4560,4660,4610
1/10/2024,Dunga Bunga,4880,4970,4925
1/10/2024,Faisalabad,4420,4470,4445
1/10/2024,Faqirwali,4680,4970,4825
1/10/2024,Fazil Pur,4560,4650,4605
1/10/2024,Fortabbas,4960,5030,4995
1/10/2024,Gujranwala,4630,4980,4805
1/10/2024,Haroonabad,4830,4850,4840
1/10/2024,Hasilpur,4440,4690,4565
1/10/2024,Islamabad,4780,4910,4845
1/10/2024,Kahror Pakka,4930,4960,4945
1/10/2024,Khanpur,4450,4590,4520
1/10/2024,khanewal,4550,4600,4575
1/10/2024,Layyah,4750,4780,4765
1/10/2024,Lahore,4750,4780,4765
1/10/2024,Lodhran,4760,4910,4835
1/10/2024,Multan,4440,4600,4520
1/10/2024,Mianwali,4500,4700,4600
1/10/2024,Mian Channu,4750,5020,4885
1/10/2024,Minchanabad,4460,4730,4595
1/10/2024,Muzaffargarh,4660,5110,4885
1/10/2024,Okara,4660,4990,4825
1/10/2024,Pakpattan Sharif,4410,5030,4720
1/10/2024,Rahim Yar Khan,4780,4840,4810
1/10/2024,Rajanpur,4610,4700,4655
1/10/2024,Rawalpindi,4480,4710,4595
1/10/2024,Sadiqabad,4430,4750,4590
1/10/2024,Sargodha,4430,4900,4665
1/10/2024,Sheikhupura,4420,5020,4720
1/10/2024,Vehari,5060,5110,5085
1/10/2024,Naushahro Feroze,4640,4730,4685
